text,time,post_url,user_id,likes,comments,link,images,video,label
خاوەن پێداویستیەکی تایبەت له‌ هەولێر بڕوانامەی دکتۆرای بەدەستهێنا,2020-12-03 11:15:25,https://facebook.com/naliatv/posts/3966827026696669,152858888093521.0,1089,24,,[],,0
کۆڕۆژ ... ئیسرائیل لە ئەمریکا رێککەوتنێکی مێژوویی لەگەڵ بەحرێن و ئیمارات واژۆ کرد,2020-09-15 11:55:09,https://facebook.com/Rudaw.net/videos/1493881747462713,363835820378894.0,5265,207,,[],https://scontent.fisu1-4.fna.fbcdn.net/v/t66.36281-6/10000000_175777557307988_9037338494428450278_n.mp4?_nc_cat=100&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=Y6Nh96ngzsoAX_hq7XI&_nc_ht=scontent.fisu1-4.fna&oh=2bf54d8d2af505f4dba524ff62cb75e1&oe=606D8153,0
"گەنجێکی کەرکووک لە رێگەی تورکیا - یۆنان رەقبووەوە

دایکی دەڵێت کوڕەکەی بەنیازی چوونە ئەوروپا نەبووە و ""باوکی وێران بووە""",2021-02-08 09:37:24,https://facebook.com/Rudaw.net/videos/768297630712481,363835820378894.0,18739,396,,[],https://video.fisu1-4.fna.fbcdn.net/v/t42.1790-2/147362836_246614847046498_2714895796003384442_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=3FG1t_I_gK8AX9DYXEs&_nc_ht=video.fisu1-4.fna&oh=cfefbd556b93d6e4d6957535b175ff68&oe=6049124E,0
سلێمانی.. کۆبوونەوەی شاناز ئیبراهیم ئه‌حمه‌د، ئەندامی مه‌كته‌بی سیاسیی یەکێتیی نیشتیمانیی کوردستان له‌گه‌ڵ به‌ڕێوه‌به‌ری گشتیی ته‌ندروستی و ژماره‌یه‌ك له ‌به‌ڕێوه‌به‌ری نه‌خۆشخانه‌ و بنكه‌ی ته‌ندروستی و پزیشك و كارمه‌ندانی ته‌ندروستیی سنووری پارێزگاکە‌.,2021-02-23 03:23:36,https://facebook.com/Rudaw.net/posts/4055828111179628,363835820378894.0,2288,178,,"['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/152826845_4055824641179975_1340486337781642981_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=_LRdeJ4sB4UAX9UYyQj&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=319982268f6233f2811061eefc9c6629&oe=60706F16', 'https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/153553326_4055824621179977_1730755267045989829_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=g3lKpeJ1HTsAX-pbV7h&_nc_oc=AQlR42IbYeFMvyXzF6V25f1U2hhMOvRd-zWpNwXyGpM2LfyB1YTA7VvxXaw305TnHjE&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=b52c1773b748c24b0f0b1446a33f94b7&oe=606DA521', 'https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/153811532_4055824627846643_1070781845651388519_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=hWvU1FJfI5cAX9SvDib&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=d4d3576a5732aa81355fda477f2d8bee&oe=606E4CEE', 'https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/153095264_4055824624513310_1498410610382642875_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=7h-d8B1-wWkAX-hBaxl&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=c1ff47235de756024417b6197aa4d22e&oe=606D3E15']",,0
سلێمانی... نوێژکردن لەسەر تەرمی کەسێک کە بە ڤایرۆسی کۆرۆنا گیانی لەدەستداوە,2020-06-12 09:37:14,https://facebook.com/kurdistan24.official/posts/2728434594086657,1411743405755789.0,14288,1141,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/104219499_2728428667420583_8368339016493559836_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=psOBnKTkVD8AX-WOIq_&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=95f12b7102b14ab60a6bf6053176b804&oe=606DE107'],,0
"
چیرۆکی خۆشەویستیی 45 ساڵەی دوو هاوژین",2021-02-14 02:30:44,https://facebook.com/Rudaw.net/posts/4029663173796122,363835820378894.0,1500,41,https://www.rudaw.net/sorani/kurdistan/140220216,[],,0
"مەسعود بارزانی بۆ چ شتێک رایسپاردووە؟

بۆچی وازی لە بزووتنەوەی گۆڕان هێنا؟

رێباز حەملان نهێنی زۆر لە بازنەی سوور ئاشکرا دەکات",2021-02-22 10:00:57,https://facebook.com/naliatv/videos/173517801006856,152858888093521.0,5404,1375,,[],https://scontent.fisu1-4.fna.fbcdn.net/v/t66.36281-6/10000000_109390651177112_9066513313730353325_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=0YhBYjqFTXYAX8yLC5r&_nc_ht=scontent.fisu1-4.fna&oh=031cf803c4012ab306eb615a31eaf088&oe=606F295F,0
كۆبوونه‌وه‌ی په‌رله‌مانی عێراق دواخرا,2020-09-26 07:03:19,https://facebook.com/kurdistan24.official/videos/377246586624228,1411743405755789.0,963,14,,[],https://scontent.fisu1-3.fna.fbcdn.net/v/t66.36281-6/10000000_478141386541691_5520477002042985116_n.mp4?_nc_cat=111&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=qviCRgB5qpgAX88g44B&_nc_ht=scontent.fisu1-3.fna&oh=fc07d57e1c02fd01db68d6ddbdac1aa7&oe=606CE46D,0
"کەشوهەوای شارەکانی هەرێم


کەشوهەوای شارەکانی هەرێم",2020-05-29 23:08:01,https://facebook.com/KNN.KRD/posts/3616926821668582,147415918619707.0,994,3,https://www.knnc.net/Details.aspx?jimare=29982,[],,0
"کەی دەست دەکرێت بە دروستکردنی رێگای ئاسنین؟

وتەبێژی وەزارەتی ئاوەدانکردنەوە وەڵا دەداتەوە",2020-09-17 11:57:49,https://facebook.com/naliatv/videos/317135232921951,152858888093521.0,1664,217,,[],https://scontent.fisu1-3.fna.fbcdn.net/v/t66.36281-6/10000000_3844095482338950_4544902792248126007_n.mp4?_nc_cat=105&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=RWapLDED_zQAX9VdJGS&_nc_ht=scontent.fisu1-3.fna&oh=1721697788cbf1652c1cb10af5a2c67b&oe=606E62FC,0
"عەمید فەرەیدون عومەر: هەزاران ئۆتۆمبێلى خوار مۆدێل بوونیان هەیە و کێشەى ئەمنیان دروست کردوە

زیاتر لە (KNNC) بخوێنەرەوە...

https://www.knnc.net/Details.aspx?jimare=35640",2021-02-23 02:56:28,https://facebook.com/KNN.KRD/posts/4429640883730501,147415918619707.0,1709,122,https://www.knnc.net/Details.aspx?jimare=35640,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/154064754_4429634263731163_4571923260637296247_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8024bb&_nc_ohc=0S8Iv_G9Z8EAX_yF0-N&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=2a50aeb17094206668bea73f128a1b1e&oe=606FDE2F'],,0
لەتیف نێروەیی: یەکێتی چاوەڕوانی وەڵامی پارتی دەکات لەبارەی پرسی لامەرکەزی,2021-02-26 09:37:17,https://facebook.com/Rudaw.net/videos/292741122194839,363835820378894.0,5251,87,,[],https://video.fisu1-4.fna.fbcdn.net/v/t42.1790-2/10000000_470146990785048_7018893563734550847_n.mp4?_nc_cat=100&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Ph8Mm836jDIAX_cCVYg&_nc_ht=video.fisu1-4.fna&oh=c629e0530eab108a650f4c73e939687a&oe=604912C9,0
راستەوخۆ.. مەراسیمی جەمای لالشی بچووکی کوردانی ئێزدی,2020-09-25 04:51:23,https://facebook.com/Rudaw.net/videos/1000538130409422,363835820378894.0,2715,471,,[],https://video.fisu1-4.fna.fbcdn.net/v/t42.1790-2/10000000_344099653462247_7819738631638209512_n.mp4?_nc_cat=110&vs=2e2118a1801d026c&_nc_vs=HBksFQAYJEdJQ1dtQURucUp6eDlEZ0JBT2pUTWMtYVNvVnNidjRHQUFBRhUAAsgBABUAGCRHTkZWSXdjTUlnU2RoT1VBQVBMOGRmOEsySEZlYnY0R0FBQUYVAgLIAQAoRC1pICclcycgLWZiX3VzZV90ZmR0X3N0YXJ0dGltZSAxIC1pICclcycgLWMgY29weSAtbW92ZmxhZ3MgZmFzdHN0YXJ0KwOIEnByb2dyZXNzaXZlX3JlY2lwZQExIG1lYXN1cmVfb3JpZ2luYWxfcmVzb2x1dGlvbl9zc2ltAChjb21wdXRlX3NzaW1fb25seV9hdF9vcmlnaW5hbF9yZXNvbHV0aW9uABUAJQAcAAAmnsWC9P3%2BxgMVAigCQzMYA2F2MRwXQH7d2yLQ5WAYGWRhc2hfbGl2ZV9tZF9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCIgVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9zZBNvZW1fcmVxdWVzdF90aW1lX21zDTE2MTUzOTI3MDc5NjEMb2VtX2NmZ19ydWxlCndhc2xpdmVfc2QTb2VtX3JvaV9yZWFjaF9jb3VudAczODYwNzQ0DG9lbV92aWRlb19pZBAxMDAwNTM4MTMwNDA5NDIyEm9lbV92aWRlb19hc3NldF9pZBAxMDAwNTM4MTIzNzQyNzU2FW9lbV92aWRlb19yZXNvdXJjZV9pZBAxMDAwNTM4MTIwNDA5NDIzHG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPNzk5Mzg3MDQ0MTY3NDMzJQQcAAA%3D&ccb=1-3&_nc_sid=a6057a&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=YyAf1Ze3-wUAX_vmeP1&_nc_ht=video.fisu1-4.fna&oh=e79d326f54d41c5470415983ab257ea4&oe=6049108B&_nc_rid=02205207f5444b7,0
لەدوای ئەوەی مامۆستایەک وتی بەقۆپیە ھەموو قۆناغەکانم بڕیوە,2021-02-28 06:46:09,https://facebook.com/naliatv/posts/4211554842223885,152858888093521.0,10807,446,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/156017408_4211545355558167_3791826188522207560_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=FbNKAWw0cIEAX_665HN&_nc_oc=AQngPxCY9xh_Dw0v96xBA7hNjieHQge__iMUmn3usUPYIlVZOibXF_XlEuRrRzPjrE4&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=fd04d2e0c56039e787153d34c0bf369f&oe=60706381'],,0
"
ئێن ئاڕ تی وردەکاریی رێژەی لێبڕینی موچەی وەزارەتی پێشمەرگە ئاشکرادەکات",2020-06-27 13:50:27,https://facebook.com/naliatv/posts/3482709818441728,152858888093521.0,1759,44,https://nrttv.com/News.aspx?id=31455&MapID=1,[],,0
"ئەمشەو ناوبازاڕی سلێمانی بە دژە ڤایرۆس پاکدەکرێتەوە

بڕیارە كاتژمێر 10 ئەمشەو هەڵمەتی دەرمان رشتنی ناوبازاڕی شاری سلێمانی دەست پێبکات و قۆناغ بە قۆناغ زۆربەی شوێنە پێویستەکان دەگرێتەوە.

ئاوات محەمەد قائیمقامی سلێمانی لەگەڵ نوێنەری فەرمانگە پەیوەندیدارەکان کۆبوەوەو پێداویستەکان و ئامادەکارییەکان بۆ دەست پێکردنی ھەڵمەتەکەی تاوتوێکرد.

لەبارەی ھەڵمەتەکەوە قائیمقامی سلێمانی وتی: ئامانجمان پاراستنی تەندروستی ھاوڵاتیانە لە ڤایرۆسی کۆرۆنا و داواشی لە ھاوڵاتیان و کاسب کاران کرد ھاوکار بن و بەتەواوی پابەندی ئەو بڕیار و رێنماییانە بن کە راگەیەندراوە.

هاوکات لەشکر حەمید سەرۆکی لیژنەھاوبەشەکانی قائیمقامیەتی سلێمانیش رایگەیاند: كاتژمێر 10 ئەمشەو تیمەكانی بەڕێوەبەرایەتییەکانی بەرگری شارستانی و شارەوانی و تەندروستی و ھاتووچۆ و لیژنە ھاوبەشەکان لە نێو بازاڕی سلێمانیەوە دەست دەکەن بە ھەڵمەتی دەرمان رشتن دژی ڤایرۆسی کۆرۆنا.",2020-03-08 07:25:30,https://facebook.com/KNN.KRD/posts/3399543290073604,147415918619707.0,982,11,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/89104361_3399542516740348_416382356199309312_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=P1EDzlU95ewAX_P3kpC&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=f6b56181c1c2eec10faa9cc352264610&oe=606EB8DD'],,0
"وەزیری پێشمەرگە: لەکۆتایی ئەم مانگە بنکەی هەماهەنگی هاوبەش لە هەولێر و بەغداد پێكدەهێنرێت


وەزیری پێشمەرگە: لەکۆتایی ئەم مانگە بنکەی هەماهەنگی هاوبەش لە هەولێر و بەغداد پێكدەهێنرێت",2020-10-27 11:17:03,https://facebook.com/KNN.KRD/posts/4090747820953144,147415918619707.0,283,5,https://www.knnc.net/Details.aspx?jimare=33276,[],,0
"مستەفا سەید قادر: پشتیوانی رۆژنامەنوسانم بۆ رەخساندنی ژینگەیەكی باشتر بۆ كارەكانیان


مستەفا سەید قادر: پشتیوانی رۆژنامەنوسانم بۆ رەخساندنی ژینگەیەكی باشتر بۆ كارەكانیان",2020-02-12 07:04:16,https://facebook.com/KNN.KRD/posts/3341113282583272,147415918619707.0,335,19,https://www.knnc.net/Details.aspx?jimare=27151,[],,0
"پاپای ڤاتیكان: تامه‌زرۆم له‌ نزیكه‌وه‌ بتانبینم و هه‌میشه‌ له‌ بیرمدان و ده‌زانم چه‌ند ئازار و مه‌ینه‌تیتان چه‌شتووه


پاپا به‌ر له‌ سه‌ردانه‌كه‌ی په‌یامێكی ئاراسته‌ی گه‌لانی عێراق كرد",2021-03-03 11:38:15,https://facebook.com/kurdistan24.official/posts/2975627896033991,1411743405755789.0,3428,1110,https://www.kurdistan24.net/ckb/story/202024-%D8%A8%D9%87%E2%80%8C%D8%B1-%D9%84%D9%87%E2%80%8C-%D8%B3%D9%87%E2%80%8C%D8%B1%D8%AF%D8%A7%D9%86%D9%87%E2%80%8C%D9%83%D9%87%E2%80%8C%DB%8C-%D9%BE%D8%A7%D9%BE%D8%A7-%D9%BE%D9%87%E2%80%8C%DB%8C%D8%A7%D9%85%DB%8E%D9%83%DB%8C-%D8%A6%D8%A7%D8%B1%D8%A7%D8%B3%D8%AA%D9%87%E2%80%8C%DB%8C-%DA%AF%D9%87%E2%80%8C%D9%84%D8%A7%D9%86%DB%8C-%D8%B9%DB%8E%D8%B1%D8%A7%D9%82-%D9%83%D8%B1%D8%AF,[],,0
"24 کەسی دیکە بەهۆی پەتای کۆرۆنا لە هەرێمی کوردستان گیانیان لەدەستدا


754 کەسی دیکە لە هه‌رێمی کوردستان تووشی کۆرۆنا بوون",2020-09-14 04:52:48,https://facebook.com/kurdistan24.official/posts/2822237368039712,1411743405755789.0,3795,72,https://www.kurdistan24.net/so/news/dec845bd-1518-41d7-8492-d6e0ebaeec87,[],,0
"سەرکردەیەکى یەکێتى: شەڕی گەورە دروست دەبێت


سەرکردەیەکى یەکێتى: شەڕی گەورە دروست دەبێت",2021-03-03 21:44:44,https://facebook.com/naliatv/posts/4221314964581206,152858888093521.0,5094,224,https://nrttv.com/News.aspx?id=41175&MapID=1#.YEBzwYjlq6U.facebook,[],,0
"مووشەکێک ئاراستەی ناوچەی سەوزی بەغدا کرا


مووشەکێک ئاراستەی ناوچەی سەوزی بەغدا کرا",2020-06-10 22:11:24,https://facebook.com/KNN.KRD/posts/3650729278288336,147415918619707.0,462,107,https://www.knnc.net/Details.aspx?jimare=30278,[],,0
راستەوخۆ.. لە ماڵێکدا لە هەولێر دەستبەسەر چەک و تەقەمەنیدا گیرا,2020-09-16 02:34:35,https://facebook.com/Rudaw.net/videos/245657046741559,363835820378894.0,11370,494,,[],https://scontent.fisu1-4.fna.fbcdn.net/v/t66.36281-6/10000000_767649927500540_4586677856189691716_n.mp4?_nc_cat=110&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=wqvQn6L529AAX-aC90V&_nc_ht=scontent.fisu1-4.fna&oh=35aee6a5c050861893462ddc5202be62&oe=606E78D9,0
"رۆژباش
بینەری کۆمەڵێک بڕگە و بابەتی جیاواز بن لەگەل گوڵستان محەمەد ئەمین لە بەرنامەی ئەمڕۆی رۆژباش",2020-08-28 20:02:02,https://facebook.com/kurdistan24.official/videos/654064912155487,1411743405755789.0,1857,121,,[],https://scontent.fisu1-3.fna.fbcdn.net/v/t66.36281-6/10000000_758104038444513_502113500146245954_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=doPfWuwjkTkAX9AW3st&_nc_ht=scontent.fisu1-3.fna&oh=3170b2663461d2119a1e2a32e3a09f42&oe=606D8ED9,0
