text,time,post_url,user_id,likes,comments,link,images,video,label
2کوڕ و باوکێکی ئەمڕۆی کوژراوەکانی گوندێکی سەر بە دێگەڵە ...,2021-01-01 11:16:32,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/4286422661374903,884171251600078.0,191,35,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/135489794_4286422614708241_5016563957678729432_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=LTCAF8vCkBIAX9VvFYs&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=1ba34eb24e246bd053a1cdf0fe120c76&oe=6070164C'],,1
"پێشەوا هەورامانی ئەندامی پەڕلەمان دەڵێ :
حكومەتی هەرێم بڕیاریداوە بە وەرگرتنەوەی ئەو قەرزەی كە لەلای سەرمایەدارانە
كە بڕەكە ۷٤۱ ملیار دینارە و
ئەگەر پارەكە نەدەنەوە دەخرێنە لیستی ڕەش و دەست بەسەر موڵك و ماڵیاندا دەگیرێت.

یەكێك لەو كەسانەی ٤۲ ملیۆن قەرزارە سەرۆكی حزبێكە",2019-12-10 11:24:24,https://facebook.com/Kirkuk.Arama/posts/554048531808823,208907162989630.0,33,0,,[],,1
"#بەپەلە
لەگەڕەکی (دورسکک)ی شاری کەرکوک ""عبدالزھرە جەلیل"" بەرپرسی ھەواڵگیری گروپی (عەسائب اھل الحەق) لەلایەن ژمارەیە چەکداری نەناسراوە کوژرا .

لە دوعای شەڕ بێبەشی مەکەن",2018-07-27 10:11:12,https://facebook.com/Kirkuk.Arama/posts/291803711366641,208907162989630.0,149,9,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/37860317_291803681366644_990828760250974208_o.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=s_cTumefwi0AX-XMkNU&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=221f73d485209efa4c930c830626067d&oe=606EBA54'],,1
پێکهاتەی خەونەکانی وەزیری وەرزش و لاوان,2020-04-24 12:20:12,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/220149236076371,102839087807387.0,34,1,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/94706672_220148882743073_1382549865208217600_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=PylzU0bGYdcAX8mnC2w&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=76afb67fd4ad154d4f783c99f9b03518&oe=60726ADD'],,1
"ھەمیشە خەمخۆرن لە پێناو ھاونیشتیمانیان و ناوی جوانی کوردستان و مانەوەی ھەر بە جوانی ، ئێوە ئاسودەیی و دلنەوایین بۆ گەلی کوردستان ..
ھەمیشە بە خزمەت و دەستکەوتەکانتانەوە سەربەرزین..",2020-02-21 11:58:41,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3375486425801869,884171251600078.0,144,7,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/86773339_3375486395801872_3925070165414248448_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=ZPDrnSdOXSYAX_Kd7pc&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=1622fceafa397e26d3541c523baf6205&oe=606FCC03'],,1
"زەلامێک بەپەلە تەلەفۆنی کرد بۆ پۆلیس
وتی فریا کەون دوو کچ شەڕ دەکەن
پۆلیسەکە وتی : لەسەرچی؟
وتی : لەسەرمن
پۆلیسەکە وتی : ئەی موشکیلەت چیە؟
وتی : ئاخر ناشرینەکە ئازاترە😂😂
",2021-01-19 06:37:11,https://facebook.com/komedy.raju/posts/3325432467560807,921360704634674.0,24,2,,[],,1
کۆبوەوەی سەرۆک و شا عەبدوڵا دەستی پێکرد,2019-04-07 03:15:12,https://facebook.com/Kirkuk.Arama/posts/411257616087916,208907162989630.0,36,0,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/56742529_411257562754588_4705478096898228224_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=KdJbSeTZZeUAX_sFAu-&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=0e9172f88631a0d45543cb0f7f27c8d4&oe=60700990'],,1
ئەوەچییە مەلا زیندوبۆتەوە😂,2020-08-16 12:01:13,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/303409487750345,102839087807387.0,22,3,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118047445_303409457750348_2113187000970977985_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=4ACF9xGMRnYAX9GpSv_&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=ba663cc89dd374f7ffc8a23fcedb8ca6&oe=607379D2'],,1
"نوسراوی فەرمی هەڵگرتنی خاڵە گومرگییەکان بڵاوکرایەوە

داوا دەکات بەزووترین کات ئەو فەرمانبەرانە کارەکانیان رابگرن و بگەڕێنەوە بارەگای سەرەکییان",2018-12-04 01:20:00,https://facebook.com/Kirkuk.Arama/posts/356074678272877,208907162989630.0,68,0,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47361003_356074644939547_4965499248108896256_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=3TpCtz566jMAX-7QwJa&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=754e4f45172caa819766b4dce69db6ce&oe=606F6EE7'],,1
"ڤیدیۆ تەقەکردنەکانی ئەمشەو لە لقی پارتی لە چەمچەماڵ
تتتتتتتکایە شسسسەیری بکەن",2020-12-10 13:59:13,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/396226178468675,102839087807387.0,60,2,,[],,1
سەروک و مەرجعێ خودان سۆز و هەلگرێ کلیلێن دەرگەهێن چارەسەریا .,2020-07-05 12:32:31,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3734443213239520,884171251600078.0,158,9,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/107467165_3734443173239524_6919733098823562494_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=ps15M7XSJCYAX-nNYH6&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=32b0adfd36059079b3d18ceb9a8de921&oe=606F8B01'],,1
"مامە ڤاندام تێرشەق کرا
ئەمڕۆ لیوای یەکی پاراستنی سلێمانی هەڵیانکوتاوەتە سەر هاتوچۆی سلێمانی و مەجموعەیەک مروریان داوەتە بەر حەملەی شەق...
بەپێی زانیارییەکان مامەڤاندامیش بەر ئەو حەملەیە کەوتوەو میزی کردوە بەخۆی دا...
بڕۆ ڤاندام خۆتی🤣",2020-07-26 01:43:15,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/287567956001165,102839087807387.0,162,17,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/116289968_287567939334500_6500909629393364275_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=EiNAHbK80jsAX8A6oLD&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=6e318214ce48912b2a446ab86cc91714&oe=607393DE'],,1
"پیرۆزه‌ ✌️

دکتۆر فواد حوسێن، بووە وەزیری دەرەوەی عێراق.",2020-06-06 06:19:19,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3647774101906432,884171251600078.0,340,29,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/102412950_3647774038573105_7103510504410233701_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=n4cEdpI0cZcAX-0J09b&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=e574167d0f38701627a21b9d3c70475c&oe=606F07E8'],,1
کامیان ئەگەر(داوای گورچیلەیەکت)بکات بێ بیرکردنەوە ئەیدەیتێ؟,2020-12-05 04:43:19,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/392386378852655,102839087807387.0,14,16,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/129392231_392386348852658_679004907172651421_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=53_UZGfo7pgAX-Ivws0&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=9b5395766e491c1a1d992d8324956ca0&oe=60725226'],,1
"بۆ پێزانینتان

وەزارەتی ناوخۆی حکومەتی هەرێمی کوردستان. بڕیاریدا بە درێژکردنەوەی، قه‌ده‌غه‌ی هاتووچۆ بۆ ماوه‌ی 10 رۆژ.

31\3\2020",2020-03-31 07:33:31,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3468624219821422,884171251600078.0,47,1,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/91947038_3468624186488092_5247649333548941312_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=ESmPqXzgHRcAX_CPPZX&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=8d1beaaaf8ff80071607def0472f2285&oe=606FB540'],,1
"دەقی بڕیاری دادگا لەکەیسی ئامانج محمد نوری و لانە محمد صاڵح و ھامنۆی کوڕیان.
بەپێی بڕیارەکەی دادگای لێکۆڵینەوەی سلێمانی لە ١٨/١٢/٢٠١٩ ئەوەی تۆمارکردوە کردەوەی خۆکوژی بووەو بەھۆی ئەوەی ئامانج کۆتایی بەژیانی خۆشی ھێناوە کەیسەکە داخرا بەشێوەیەکی کۆتایی.",2020-01-28 07:05:58,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/155527659205196,102839087807387.0,42,4,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/83008127_155527635871865_378259629479559168_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=NZUzNJhHrBoAX_uRIUB&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=3e38b5056fd81b23bcff0afb4fedff50&oe=6071A070'],,1
"باشە کاکە؟!

بڕی سزاكانی تیژڕه‌وی ئۆتۆمبێل

خێرالێخوڕین له‌ ڕێگاكانی ناوشار له‌ (٦١-٧٥) كیلۆمه‌تر له‌ كاتژمێرێكدا (٧٠.٠٠٠) دینار.

خێرالێخوڕین له‌ ڕێگاكانی ناوشار له‌ (٧٦-٩٠) كیلۆمه‌تر له‌ كاتژمێرێكدا (١٠٠.٠٠٠) سه‌د هه‌زار دینار.

خێرالێخوڕین له‌ ڕێگاكانی ناوشار له‌ (٩١-١٠٥) كیلۆمه‌تر له‌ كاتژمێرێكدا (١٢٥.٠٠٠) دینار.

خێرالێخوڕین له‌ ڕێگاكانی ناوشار له‌ (١٠٦-١١٥) كیلۆمه‌تر له‌ كاتژمێرێكدا (١٨٠.٠٠٠) سه‌دو هه‌شتا هه‌زار دینار.

خێرالێخوڕین له‌ ڕێگاكانی ناوشار له‌ (١١٦) كیلۆمه‌تر له‌ كاتژمێرێكدا به‌ره‌و سه‌ره‌وه‌ (٢٥٠.٠٠٠) دوو سه‌دو په‌نجا هه‌زار دینار.",2020-10-05 02:04:23,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/342663677158259,102839087807387.0,10,0,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/120902139_342663643824929_8742532350940554364_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=RLLYSzmhdGoAX8PTFCb&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=bdc6c02dfb64b37fd57248c3cad780b7&oe=60732549'],,1
"#ئێستا ...

بەشێکـ لە خوشكە تورکمانەکان لەبەردەم هۆڵی جیاکردنەوەی دەنگەکان خۆپێشاندانیان ئەنجامدا داوای هەژمارکردنەوەی تەواوی سندوقەکانی دەنگەکان دەکەن لەکەرکوکـ

۲٠۱۸/۷/۷",2018-07-07 13:04:56,https://facebook.com/Kirkuk.Arama/posts/275169193030093,208907162989630.0,238,18,,"['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/36779301_275169139696765_4718183817045606400_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=ntGbcqH8lLQAX8uWNsI&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=481de00e45cf92cec96362caf8d7ac5b&oe=606E799A', 'https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/36733005_275169146363431_1044250190543847424_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=KCDL96NYPKkAX_FF6dS&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=993e74d62cb33976ae19f55040583e18&oe=606CAD24', 'https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/36734527_275169156363430_2531564920965693440_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&_nc_ohc=E_EVDRhn3xEAX8-GPO-&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=7839ca9a10b1a728885c0230e5da6ff1&oe=606E6622']",,1
"ئەتەوێ کوڕ توڕە کەی؟🐸🚬
دەرگای سەیارەکەی بە قایمی داخە😃✔
پاشان دیسان دەرگاکە بکەرەوە😂🔕
بڵێ وایی جلەکانم لێی گیر بوو🌚👚
وە لە یەکەم جار قایم تر دایخە😁🔪
پاشان خۆو وادەرخە گوێو لێیە شتیک ئەڵێ🔉
دەرگاکە کەرەوە و بڵێ لەگەڵ من بوو؟☺
وە پێش ئەوەی جواب باتەوە بە هەموو هێزی خۆو دەرگاکە داخە😈😈😈😈
دواییش پێڵاوەکانت داکەنە👠و بیگرە بە دەستەوە و ڕاکە🏃
چونکە ئەگەر پێویستت پێ بوو دیکۆری دەمووچاوت ئەگۆڕێت😂😂

ئەکتیڤ بن",2018-05-03 07:53:46,https://facebook.com/komedy.raju/posts/1418520468252026,921360704634674.0,24,17,,[],,1
"من پۆستم ھەبووە لە ناو یەکێتی وە پۆستی زۆر گەورەتریشیان بۆ من عەرز کردووە بە پۆستی سەرۆک کۆمارەوە من ئەمەم قبول نەکردووە، چونکە بە راستی عەیبە ئینسان ببێ بە سەرۆک کۆمار بە بەشێک لە سەفقەیەکی گوماناوی لە سەر حسابی مووچەی خانەنشینی مامۆستایەک.

سیاسەت لەسەر فێل بینا ناکرێ. رۆژگار رۆژی لەدوایە. حورمەت و راستگۆیی ئینسان لە سەرووی ھەموو شتێکەوەیە!

بەرهەم ئێستا ببینی چی پێ دەڵێی؟

#durwlat",2018-10-07 11:43:17,https://facebook.com/Kirkuk.Arama/posts/333523770527968,208907162989630.0,32,9,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/43288400_333523740527971_5304303688804728832_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=zyZ1MwMjRTQAX8l9fTT&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=f7b0013407301461fe8bdbfb7520a2e3&oe=606FB251'],,1
"لە كۆتاییدا یەكێتی گەڕایەوە سەر ڕێچكە ئەسڵیەكەی خۆی
ئۆجئالان لە كتێبەكەی خۆیدا دەڵێت ئێمە هەرگیس دوژمنایەتی پارتی ناگۆڕینەوە بە دۆستایەتی یەكێتی
ئیتر بێدەماغ و گەوجێنراوەكانی زۆنی دێز تێبگەن",2018-11-27 10:39:07,https://facebook.com/Kirkuk.Arama/posts/353196308560714,208907162989630.0,47,0,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/47058590_353196278560717_7455067755516002304_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&_nc_ohc=Di8tpFpLJooAX_fkbYl&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=10fd839cbf945d59874ca24c594829f0&oe=606F9584'],,1
بەو پاسکیلە ٢٥٠ ھەزار دەنگی شاری بۆخۆی بردو ئێستاش بەگوولە وەڵامیان دەداتەوە ..,2020-12-08 00:18:00,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/4219934021357101,884171251600078.0,75,0,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/130881048_4219933924690444_8993009438488212842_o.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=akYil6bP_ToAX9gS_Zh&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=6d3df90b77a1d7ec4dc754b5b349ba44&oe=606F5031'],,1
"چات کردن 😒
بەس لەگەڵ سینگڵ خۆشە
هێشتا نامەت نەناردوە
خەریکی وەڵام دانەوەیەتی😒😂😂
",2018-04-09 03:53:12,https://facebook.com/komedy.raju/posts/1396055617165178,921360704634674.0,31,7,,[],,1
"ڕۆستەم کردێوە بەهەرا
هاوڕیانت تاگ بکە

‎تەنزی سیاسی‎
September 18, 2020 at 11:59 PM ·

ڕۆستەم😂:
هەتا کۆمپانییای نۆکانو قەیوانو ئیدارەی گشتی لە
سلێمانیدابێت سلێمانی خێر لەخۆی نابینێت .
ئەم سنۆبەرانە صەدام چاندینوو پەروەردەیکردن
کەچی دایک قەحبەکانی کوردایەتی لەناویان برد .",2020-09-14 11:27:48,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/326233845467909,102839087807387.0,147,333,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/119982636_329659055125388_771891863140131366_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&_nc_ohc=gAsv_R-5Wq0AX8VJL-A&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=5f227cf0a7da99a384fa6b825cdea307&oe=60710F78'],https://video.fisu1-4.fna.fbcdn.net/v/t42.9040-2/119169321_703041110298578_6400544400950717354_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=LIj7jrxAN-AAX-J1a-t&_nc_ht=video.fisu1-4.fna&oh=3d63fed87c3f040c8fc287ee82ff0acd&oe=604CC956,1
